Id,LotFrontage,LotArea,BldgType,OverallQual,YearBuilt,YearRemodAdd,Foundation,TotalBsmtSF,Heating,HeatingQC,CentralAir,1stFlrSF,2ndFlrSF,GrLivArea,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Fireplaces,FireplaceQu,GarageYrBlt,GarageCars,GarageArea,GarageQual,MiscFeature,MoSold,YrSold,SalePrice
801,79,12798,1Fam,6,1997,1997,PConc,616,GasA,Gd,Y,616,1072,1688,2,1,4,1,Gd,8,0,NA,1997,2,603,TA,Shed,5,2008,200000
802,40,4800,1Fam,4,1916,1990,CBlock,1196,GasA,Ex,Y,1196,0,1196,1,0,2,1,TA,5,0,NA,1957,2,440,TA,NA,7,2007,109900
803,63,8199,1Fam,7,2005,2005,PConc,728,GasA,Ex,Y,728,728,1456,2,1,3,1,Gd,7,1,Gd,2005,2,410,TA,NA,10,2008,189000
804,107,13891,1Fam,9,2008,2009,PConc,1734,GasA,Ex,Y,1734,1088,2822,3,1,4,1,Ex,12,1,Gd,2009,3,1020,TA,NA,1,2009,582933
805,75,9000,1Fam,5,1954,1954,CBlock,936,GasA,TA,Y,1128,0,1128,1,0,2,1,TA,5,0,NA,1954,1,286,TA,NA,6,2006,118000
806,91,12274,1Fam,7,2008,2008,PConc,1417,GasA,Ex,Y,1428,0,1428,2,0,3,1,Ex,6,0,NA,2008,2,554,TA,NA,7,2008,227680
807,75,9750,1Fam,5,1967,1967,PConc,980,GasA,Gd,Y,980,0,980,2,0,3,1,TA,6,0,NA,1967,1,384,TA,NA,10,2006,135500
808,144,21384,1Fam,5,1923,2004,CBlock,1324,GasA,Ex,Y,1072,504,1576,1,1,3,1,Gd,6,1,TA,1923,2,528,TA,NA,5,2009,223500
809,85,13400,1Fam,5,1966,1966,CBlock,1024,GasA,TA,Y,1086,0,1086,1,0,3,1,TA,6,1,Gd,1966,2,484,TA,NA,6,2006,159950
810,90,8100,1Fam,5,1898,1965,PConc,849,GasA,TA,N,1075,1063,2138,2,0,2,3,TA,11,0,NA,1910,2,360,Fa,NA,11,2009,106000
811,78,10140,1Fam,6,1974,1999,CBlock,1040,GasA,Fa,Y,1309,0,1309,1,1,3,1,Gd,5,1,Fa,1974,2,484,TA,NA,1,2006,181000
812,NA,4438,TwnhsE,6,2004,2004,PConc,848,GasA,Ex,Y,848,0,848,1,0,1,1,Gd,4,1,Gd,2004,2,420,TA,NA,6,2008,144500
813,66,8712,1Fam,5,1952,1952,CBlock,540,GasA,TA,N,1044,0,1044,1,0,2,1,Fa,4,0,NA,1952,2,504,TA,Shed,6,2010,55993
814,75,9750,1Fam,6,1958,1958,CBlock,1442,GasA,Gd,Y,1442,0,1442,1,1,4,1,TA,7,0,NA,1958,1,301,TA,Shed,4,2007,157900
815,45,8248,1Fam,5,1918,1950,BrkTil,686,GasW,Gd,Y,686,564,1250,1,1,3,1,Fa,7,0,NA,1955,1,280,TA,NA,7,2006,116000
816,48,12137,1Fam,7,1998,1998,PConc,1649,GasA,Ex,Y,1661,0,1661,2,0,3,1,Gd,6,0,NA,1998,2,598,TA,NA,5,2010,224900
817,NA,11425,1Fam,5,1954,1954,CBlock,1008,GasA,Gd,Y,1008,0,1008,1,0,2,1,TA,4,1,Gd,1954,1,275,TA,NA,7,2006,137000
818,NA,13265,1Fam,8,2002,2002,PConc,1568,GasA,Ex,Y,1689,0,1689,2,0,3,1,Gd,7,2,Gd,2002,3,857,TA,NA,7,2008,271000
819,80,8816,1Fam,6,1971,1971,CBlock,1010,GasA,Gd,Y,1052,0,1052,1,0,3,1,TA,6,0,NA,1971,2,440,TA,NA,6,2010,155000
820,44,6371,TwnhsE,7,2009,2010,PConc,1358,GasA,Ex,Y,1358,0,1358,2,0,2,1,Gd,6,1,Gd,2010,2,484,TA,NA,6,2010,224000
821,72,7226,1Fam,7,2003,2003,PConc,798,GasA,Ex,Y,798,842,1640,2,1,3,1,Gd,6,0,NA,2003,2,595,TA,NA,6,2008,183000
822,60,6000,2fmCon,4,1953,1953,CBlock,936,GasA,TA,N,936,0,936,1,0,2,1,TA,4,0,NA,1974,2,576,TA,NA,2,2009,93000
823,NA,12394,1Fam,7,2003,2003,PConc,847,GasA,Ex,Y,847,886,1733,2,1,3,1,Gd,7,1,Gd,2003,2,433,TA,NA,10,2007,225000
824,60,9900,1Fam,6,1940,1950,BrkTil,778,GasA,TA,Y,944,545,1489,2,0,3,1,TA,7,1,Gd,1940,1,240,TA,NA,7,2009,139500
825,81,11216,1Fam,8,2006,2006,PConc,1489,GasA,Ex,Y,1489,0,1489,2,0,3,1,Gd,7,1,Gd,2006,2,776,TA,NA,6,2006,232600
826,114,14803,1Fam,10,2007,2008,PConc,2078,GasA,Ex,Y,2084,0,2084,2,0,2,1,Ex,7,1,Gd,2007,3,1220,TA,NA,6,2008,385000
827,50,6130,1Fam,5,1924,1950,BrkTil,784,GasA,Gd,Y,784,0,784,1,0,2,1,Gd,5,0,NA,NA,0,0,NA,NA,5,2008,109500
828,65,8529,1Fam,7,2001,2001,PConc,1454,GasA,Ex,Y,1434,0,1434,2,0,3,1,Gd,6,1,TA,2001,2,527,TA,NA,4,2009,189000
829,NA,28698,1Fam,5,1967,1967,PConc,1013,GasA,TA,Y,1160,966,2126,2,1,3,1,TA,7,0,NA,1967,2,538,TA,NA,6,2009,185000
830,24,2544,Twnhs,7,2005,2005,PConc,600,GasA,Ex,Y,520,623,1223,2,1,2,1,Gd,4,0,NA,2005,2,480,TA,NA,7,2006,147400
831,80,11900,1Fam,6,1957,1957,CBlock,1392,GasA,TA,Y,1392,0,1392,1,1,3,1,TA,6,2,Gd,1957,2,458,TA,NA,6,2008,166000
832,30,3180,TwnhsE,7,2005,2005,PConc,600,GasA,Ex,Y,520,600,1200,2,1,2,1,Gd,4,0,NA,2005,2,480,TA,NA,6,2006,151000
833,44,9548,1Fam,7,2003,2003,PConc,941,GasA,Ex,Y,941,888,1829,2,1,3,1,Gd,7,1,TA,2003,2,613,TA,NA,1,2010,237000
834,100,10004,1Fam,6,1964,1964,CBlock,1516,GasA,TA,Y,1516,0,1516,1,1,3,1,TA,6,0,NA,1964,2,472,TA,NA,2,2009,167000
835,75,7875,1Fam,5,1961,1961,CBlock,1144,GasA,Gd,Y,1144,0,1144,1,0,3,1,TA,6,0,NA,1961,2,456,TA,NA,9,2008,139950
836,60,9600,1Fam,4,1950,1995,CBlock,1067,GasA,TA,Y,1067,0,1067,2,0,2,1,Gd,4,0,NA,1996,2,436,TA,NA,2,2010,128000
837,90,8100,1Fam,5,1948,1973,BrkTil,1559,GasA,Gd,Y,1559,0,1559,1,0,2,1,TA,5,0,NA,1948,2,812,TA,NA,6,2007,153500
838,21,1680,Twnhs,6,1973,1973,CBlock,483,GasA,TA,Y,483,504,987,1,1,2,1,TA,5,0,NA,1973,1,264,TA,NA,11,2008,100000
839,75,9525,1Fam,5,1995,2006,PConc,1099,GasA,Ex,Y,1099,0,1099,1,1,3,1,Gd,6,0,NA,1999,1,352,TA,NA,6,2008,144000
840,70,11767,1Fam,5,1946,1995,CBlock,768,GasA,Ex,Y,768,432,1200,1,0,3,1,TA,6,0,NA,1946,1,240,TA,NA,5,2008,130500
841,NA,12155,1Fam,6,1925,1950,BrkTil,672,GasA,TA,N,810,672,1482,2,0,4,1,Fa,7,0,NA,1934,1,400,TA,NA,3,2008,140000
842,60,10440,1Fam,5,1904,2002,PConc,650,GasA,Gd,Y,958,581,1539,2,0,3,1,Gd,8,1,Po,1983,2,686,Gd,NA,6,2008,157500
843,82,9020,1Fam,6,1966,1966,CBlock,1127,GasA,TA,Y,1165,0,1165,1,1,3,1,TA,6,0,NA,1966,2,490,Gd,NA,5,2008,174900
844,80,8000,Duplex,5,1961,1961,CBlock,1800,GasA,Ex,N,1800,0,1800,2,0,6,2,TA,10,0,NA,NA,0,0,NA,NA,7,2007,141000
845,100,12665,1Fam,5,1915,1950,BrkTil,876,GasA,Gd,Y,876,540,1416,1,1,4,1,TA,7,1,Gd,1949,3,720,TA,NA,6,2008,153900
846,NA,16647,1Fam,5,1975,1981,CBlock,1390,GasA,TA,Y,1701,0,1701,2,0,3,1,TA,6,2,TA,1975,2,611,TA,NA,1,2007,171000
847,75,9317,1Fam,7,1993,1993,PConc,740,GasA,Ex,Y,1006,769,1775,2,1,3,1,Gd,7,1,TA,1993,2,425,TA,NA,7,2009,213000
848,36,15523,1Fam,5,1972,1972,CBlock,864,GasA,Ex,Y,864,0,864,1,0,3,1,TA,5,1,Fa,1972,1,338,TA,NA,8,2009,133500
849,75,45600,1Fam,6,1908,1997,BrkTil,907,GasA,TA,Y,1307,1051,2358,3,0,5,1,TA,10,1,Gd,1908,2,360,Fa,NA,9,2008,240000
850,80,9600,1Fam,6,1976,1994,CBlock,528,GasA,Ex,Y,1094,761,1855,2,1,3,1,TA,7,1,TA,1976,2,512,TA,NA,8,2007,187000
851,36,4435,TwnhsE,6,2003,2003,PConc,848,GasA,Ex,Y,848,0,848,1,0,1,1,Gd,3,0,NA,2003,2,420,TA,NA,11,2007,131500
852,NA,3196,TwnhsE,8,2003,2003,PConc,1273,GasA,Ex,Y,1456,0,1456,2,0,2,1,Gd,7,1,TA,2003,2,400,TA,NA,5,2006,215000
853,53,7128,1Fam,7,1941,1950,CBlock,918,GasA,Gd,Y,918,728,1646,2,0,4,1,TA,7,2,Gd,1941,1,240,TA,NA,8,2007,164000
854,NA,12095,1Fam,6,1964,1964,CBlock,1127,GasA,TA,Y,1445,0,1445,1,1,3,1,TA,7,1,Fa,1964,2,645,TA,NA,8,2009,158000
855,102,17920,1Fam,5,1955,1974,CBlock,1763,GasA,TA,Y,1779,0,1779,1,1,3,1,TA,6,1,Gd,1955,2,454,TA,NA,7,2006,170000
856,NA,6897,1Fam,5,1962,2010,CBlock,1040,GasA,Ex,Y,1040,0,1040,1,1,3,1,TA,6,0,NA,1962,1,260,TA,NA,4,2010,127000
857,NA,10970,1Fam,6,1978,1978,CBlock,940,GasA,TA,Y,1026,0,1026,1,0,3,1,TA,5,0,NA,1981,2,576,TA,NA,10,2008,147000
858,65,8125,1Fam,6,1994,1995,PConc,702,GasA,Gd,Y,702,779,1481,2,1,3,1,TA,6,1,TA,1994,2,343,TA,NA,3,2009,174000
859,80,10400,1Fam,7,1976,1976,CBlock,1090,GasA,TA,Y,1370,0,1370,2,0,3,1,TA,6,1,TA,1976,2,479,TA,NA,6,2009,152000
860,NA,11029,1Fam,6,1968,1984,CBlock,1054,GasA,TA,Y,1512,1142,2654,2,1,4,1,Gd,9,1,Gd,1968,2,619,TA,NA,8,2006,250000
861,55,7642,1Fam,7,1918,1998,BrkTil,912,GasA,Gd,Y,912,514,1426,1,1,3,1,Gd,7,1,Gd,1925,1,216,TA,NA,6,2007,189950
862,75,11625,2fmCon,5,1965,1965,PConc,1039,GasA,Ex,Y,1039,0,1039,1,1,3,1,TA,6,0,NA,1965,2,504,TA,NA,4,2010,131500
863,81,9672,1Fam,6,1984,1985,PConc,1040,GasA,TA,Y,1097,0,1097,2,0,3,1,TA,6,0,NA,1986,2,480,TA,NA,5,2010,152000
864,70,7931,1Fam,5,1959,1959,CBlock,1148,GasA,TA,Y,1148,0,1148,1,0,3,1,TA,6,0,NA,1959,1,672,TA,NA,7,2009,132500
865,72,8640,1Fam,7,2007,2008,PConc,1372,GasA,Ex,Y,1372,0,1372,2,0,3,1,Gd,6,0,NA,2008,2,529,TA,NA,5,2008,250580
866,NA,8750,1Fam,5,1970,1970,CBlock,1002,GasA,TA,Y,1002,0,1002,1,0,3,1,TA,5,0,NA,1973,2,902,TA,NA,8,2009,148500
867,67,10656,1Fam,8,2006,2007,PConc,1638,GasA,Ex,Y,1646,0,1646,2,0,3,1,Gd,6,1,Gd,2007,3,870,TA,NA,11,2007,248900
868,85,6970,1Fam,4,1961,1961,CBlock,1040,GasA,TA,Y,1120,0,1120,1,1,3,1,Fa,5,0,NA,1961,2,544,TA,Shed,5,2007,129000
869,NA,14762,1Fam,5,1948,1950,Slab,0,GasA,Gd,Y,1547,720,2320,2,0,2,1,TA,7,1,TA,1979,2,672,TA,NA,5,2006,169000
870,80,9938,1Fam,7,1993,1994,PConc,1050,GasA,Ex,Y,1062,887,1949,2,1,3,1,Gd,8,1,TA,1993,2,574,TA,NA,6,2010,236000
871,60,6600,1Fam,5,1962,1962,CBlock,894,GasA,Gd,N,894,0,894,1,0,2,1,TA,5,0,NA,1962,1,308,TA,NA,8,2009,109500
872,70,8750,1Fam,6,1998,1998,PConc,804,GasA,Ex,Y,804,878,1682,2,1,3,1,Gd,7,0,NA,1998,2,523,TA,NA,6,2010,200500
873,74,8892,1Fam,5,1953,1996,Stone,105,GasA,Gd,Y,910,0,910,1,0,3,1,Gd,5,0,NA,1953,2,414,TA,NA,10,2008,116000
874,60,12144,1Fam,5,1949,1950,CBlock,832,GasA,Gd,Y,1036,0,1268,1,0,3,1,TA,6,1,Gd,1949,1,288,TA,Othr,9,2009,133000
875,52,5720,1Fam,5,1941,1950,CBlock,676,GasA,Ex,Y,676,455,1131,1,1,3,1,TA,5,0,NA,1941,1,200,TA,NA,8,2009,66500
876,75,9000,1Fam,8,2007,2007,PConc,1184,GasA,Ex,Y,1184,1426,2610,2,1,4,1,Ex,11,1,Gd,2007,2,550,TA,NA,8,2007,303477
877,94,25286,1Fam,4,1963,1963,PConc,1064,GasA,Gd,Y,1040,0,1040,1,0,3,1,TA,5,0,NA,1963,2,648,TA,NA,1,2007,132250
878,74,8834,1Fam,9,2004,2005,PConc,1462,GasA,Ex,Y,1462,762,2224,2,1,4,1,Ex,10,1,Gd,2004,3,738,TA,NA,6,2009,350000
879,88,11782,1Fam,5,1961,1995,CBlock,1109,GasA,TA,Y,1155,0,1155,1,0,3,1,Gd,6,0,NA,1987,2,576,TA,Shed,6,2010,148000
880,NA,7000,1Fam,5,1978,2005,CBlock,864,GasA,Ex,Y,864,0,864,1,0,3,1,TA,6,0,NA,1978,1,336,TA,NA,7,2009,136500
881,60,7024,1Fam,5,2005,2006,PConc,1090,GasA,Gd,Y,1090,0,1090,1,1,2,1,TA,5,0,NA,2005,2,450,TA,NA,6,2007,157000
882,44,13758,1Fam,7,1990,1991,CBlock,1156,GasA,Ex,Y,1187,530,1717,2,1,3,1,Gd,7,1,TA,1990,2,400,TA,NA,4,2007,187500
883,NA,9636,1Fam,6,1992,1993,PConc,808,GasA,Gd,Y,808,785,1593,2,1,3,1,TA,7,1,TA,1993,2,389,TA,NA,12,2009,178000
884,60,6204,1Fam,4,1912,1950,PConc,795,GasA,TA,N,954,795,2230,1,0,5,1,TA,10,0,NA,1997,1,440,TA,NA,3,2006,118500
885,65,7150,1Fam,5,1967,1967,CBlock,892,GasA,TA,Y,892,0,892,1,0,3,1,TA,5,0,NA,1967,1,288,TA,NA,7,2009,100000
886,50,5119,TwnhsE,9,1999,2000,PConc,1698,GasA,Ex,Y,1709,0,1709,2,0,2,1,Gd,5,1,TA,1999,2,506,TA,NA,1,2008,328900
887,70,8393,Duplex,5,1959,2005,CBlock,1626,GasA,Ex,Y,1712,0,1712,2,0,4,2,TA,8,0,NA,2005,2,588,TA,NA,6,2006,145000
888,59,16466,1Fam,5,1955,1955,PConc,816,GasA,TA,Y,872,521,1393,1,1,3,1,TA,8,0,NA,1955,1,300,TA,NA,4,2008,135500
889,95,15865,1Fam,8,1970,1970,PConc,2217,GasA,Ex,Y,2217,0,2217,2,0,4,1,Gd,8,1,TA,1970,2,621,TA,NA,10,2007,268000
890,128,12160,1Fam,6,1953,1953,CBlock,1505,GasA,Ex,Y,1505,0,1505,1,0,2,1,TA,6,1,TA,1953,2,505,TA,NA,2,2009,149500
891,60,8064,1Fam,5,1949,2006,CBlock,672,GasA,Ex,Y,672,252,924,1,0,3,1,TA,6,1,Po,2003,2,576,TA,Shed,7,2007,122900
892,70,11184,1Fam,6,1978,1978,CBlock,918,GasA,Gd,Y,918,765,1683,2,1,3,1,TA,7,1,TA,1978,2,440,TA,NA,7,2009,172500
893,70,8414,1Fam,6,1963,2003,CBlock,1059,GasA,TA,Y,1068,0,1068,1,0,3,1,TA,6,0,NA,1963,1,264,TA,NA,2,2006,154500
894,NA,13284,1Fam,5,1954,1954,PConc,1383,GasA,TA,Y,1383,0,1383,1,0,3,1,TA,6,1,Gd,1954,1,354,TA,NA,6,2008,165000
895,64,7018,Duplex,5,1979,1979,Slab,0,GasA,TA,Y,1535,0,1535,2,0,4,2,TA,8,0,NA,1979,2,400,TA,NA,6,2009,118858
896,71,7056,1Fam,6,1963,1963,CBlock,780,GasA,TA,Y,983,813,1796,1,1,4,1,TA,8,1,TA,1963,2,483,TA,NA,10,2008,140000
897,50,8765,1Fam,4,1936,1950,BrkTil,951,GasA,Ex,N,951,0,951,1,0,2,1,TA,6,0,NA,1936,1,327,TA,NA,4,2006,106500
898,64,7018,Duplex,5,1979,1979,Slab,0,GasA,TA,Y,1120,1120,2240,2,0,6,2,TA,12,0,NA,1979,2,528,TA,NA,6,2009,142953
899,100,12919,1Fam,9,2009,2010,PConc,2330,GasA,Ex,Y,2364,0,2364,2,1,2,1,Ex,11,2,Gd,2009,3,820,TA,NA,3,2010,611657
900,65,6993,1Fam,5,1961,1994,CBlock,912,GasA,TA,Y,1236,0,1236,1,0,3,1,TA,6,1,TA,1961,1,288,TA,NA,6,2006,135000
901,NA,7340,1Fam,4,1971,1971,CBlock,858,GasA,TA,Y,858,0,858,1,0,2,1,TA,4,0,NA,1979,1,684,TA,NA,6,2007,110000
902,64,8712,1Fam,5,1957,2000,CBlock,992,GasA,TA,Y,1306,0,1306,1,0,2,1,TA,5,0,NA,1968,1,756,TA,NA,5,2009,153000
903,63,7875,1Fam,7,2003,2003,PConc,783,GasA,Ex,Y,807,702,1509,2,1,3,1,Gd,8,1,Gd,2003,2,393,TA,NA,7,2006,180000
904,50,14859,1Fam,7,2006,2006,PConc,1670,GasA,Ex,Y,1670,0,1670,2,0,3,1,Gd,7,1,Gd,2006,3,690,TA,NA,8,2006,240000
905,NA,6173,1Fam,5,1967,1967,CBlock,876,GasA,TA,Y,902,0,902,1,0,3,1,TA,6,0,NA,1967,1,288,TA,NA,8,2007,125500
906,80,9920,1Fam,5,1954,1954,CBlock,1056,GasA,TA,Y,1063,0,1063,1,0,3,1,TA,6,0,NA,1954,1,280,TA,NA,2,2010,128000
907,116,13501,1Fam,8,2006,2006,PConc,1623,GasA,Ex,Y,1636,0,1636,2,0,3,1,Gd,8,1,Gd,2006,3,865,TA,NA,6,2007,255000
908,86,11500,1Fam,7,1936,1987,CBlock,1017,GasA,Gd,Y,1020,1037,2057,1,1,3,1,Gd,6,1,Gd,1936,1,180,Fa,NA,6,2006,250000
909,NA,8885,1Fam,5,1983,1983,CBlock,864,GasA,TA,Y,902,0,902,1,0,2,1,TA,5,0,NA,1983,2,484,TA,NA,6,2006,131000
910,149,12589,1Fam,6,2005,2005,PConc,742,GasA,Ex,Y,742,742,1484,2,1,3,1,Gd,8,1,Gd,2005,2,390,TA,NA,6,2009,174000
911,80,11600,Duplex,5,1960,1960,CBlock,1105,GasA,TA,Y,1105,1169,2274,2,0,5,2,TA,12,0,NA,1960,2,480,TA,NA,1,2010,154300
912,NA,9286,1Fam,5,1977,1989,CBlock,1268,GasA,TA,Y,1268,0,1268,1,1,3,1,Gd,5,0,NA,1978,1,252,TA,NA,10,2009,143500
913,51,6120,1Fam,5,1925,1950,BrkTil,768,GasA,TA,N,1015,0,1015,1,0,3,1,TA,6,0,NA,1925,1,450,TA,Shed,7,2006,88000
914,82,6270,Duplex,5,1949,1950,CBlock,1001,GasA,TA,N,1001,1001,2002,2,0,4,2,TA,8,0,NA,1949,3,871,TA,NA,8,2007,145000
915,30,3000,TwnhsE,6,2009,2009,PConc,612,GasA,Ex,Y,612,612,1224,2,1,2,1,Gd,4,0,NA,2009,2,528,TA,NA,6,2009,173733
916,21,2001,Twnhs,4,1970,1970,CBlock,546,GasA,Fa,Y,546,546,1092,1,1,3,1,TA,6,0,NA,1970,1,286,TA,NA,1,2007,75000
917,50,9000,1Fam,2,1949,1950,CBlock,480,GasA,TA,N,480,0,480,0,0,1,1,TA,4,0,NA,1958,1,308,TA,NA,10,2006,35311
918,NA,17140,1Fam,4,1956,1956,CBlock,1134,GasA,Ex,Y,1229,0,1229,1,0,3,1,TA,6,0,NA,1956,1,284,TA,NA,4,2009,135000
919,103,13125,1Fam,7,1991,1991,PConc,1104,GasA,Ex,Y,912,1215,2127,2,1,4,1,Gd,8,1,TA,1991,3,833,TA,NA,11,2007,238000
920,87,11029,1Fam,6,1958,2002,CBlock,1184,GasA,Ex,Y,1414,0,1414,1,0,3,1,TA,6,1,TA,1990,2,601,TA,NA,5,2008,176500
921,70,8462,1Fam,6,1994,1994,PConc,928,GasA,Ex,Y,936,785,1721,2,1,3,1,Gd,7,0,NA,1994,2,471,TA,NA,7,2007,201000
922,67,8777,Duplex,5,1900,2003,CBlock,1272,GasA,Gd,Y,1272,928,2200,2,2,4,2,TA,9,0,NA,NA,0,0,NA,NA,9,2008,145900
923,65,10237,1Fam,6,2005,2006,PConc,1316,GasA,Ex,Y,1316,0,1316,2,0,3,1,Gd,6,1,Gd,2005,2,397,TA,NA,10,2006,169990
924,50,8012,TwnhsE,6,1993,1994,PConc,1604,GasA,Ex,Y,1617,0,1617,2,0,2,1,Gd,5,1,Fa,1993,2,533,TA,NA,7,2008,193000
925,79,10240,1Fam,6,1980,1980,CBlock,1686,GasA,TA,Y,1686,0,1686,2,0,3,1,TA,7,1,TA,1980,2,612,TA,NA,5,2006,207500
926,NA,15611,1Fam,5,1977,1977,PConc,1126,GasA,TA,Y,1126,0,1126,2,0,3,1,Ex,6,0,NA,1977,2,540,TA,NA,3,2008,175000
927,93,11999,1Fam,8,2003,2004,PConc,1181,GasA,Ex,Y,1234,1140,2374,2,1,4,1,Ex,10,1,Gd,2003,3,656,TA,NA,5,2007,285000
928,NA,9900,1Fam,7,1968,1968,CBlock,832,GasA,Gd,Y,1098,880,1978,2,1,4,1,TA,9,1,Gd,1968,2,486,TA,NA,4,2008,176000
929,NA,11838,1Fam,8,2001,2001,PConc,1753,GasA,Ex,Y,1788,0,1788,2,0,3,1,Ex,7,1,TA,2001,2,522,TA,NA,6,2009,236500
930,NA,13006,1Fam,7,1997,1997,PConc,964,GasA,Gd,Y,993,1243,2236,2,1,4,1,Gd,8,1,TA,1997,2,642,TA,NA,11,2006,222000
931,73,8925,1Fam,8,2007,2007,PConc,1466,GasA,Ex,Y,1466,0,1466,2,0,3,1,Gd,7,0,NA,2007,3,610,TA,NA,7,2009,201000
932,70,9100,1Fam,5,1965,1965,CBlock,925,GasA,Ex,Y,925,0,925,1,0,2,1,TA,5,0,NA,1965,1,429,TA,NA,7,2009,117500
933,84,11670,1Fam,9,2006,2006,PConc,1905,GasA,Ex,Y,1905,0,1905,2,0,3,1,Ex,8,1,Gd,2006,3,788,TA,NA,3,2007,320000
934,63,8487,1Fam,7,2004,2004,PConc,1500,GasA,Ex,Y,1500,0,1500,2,0,3,1,Gd,6,0,NA,2004,2,570,TA,NA,8,2009,190000
935,313,27650,1Fam,7,1960,2007,CBlock,585,GasA,Ex,Y,2069,0,2069,2,0,4,1,Gd,9,1,Gd,1960,2,505,TA,NA,11,2008,242000
936,52,5825,1Fam,4,1926,1953,PConc,600,GasA,Gd,Y,747,0,747,1,0,1,1,TA,5,0,NA,1953,2,528,TA,NA,6,2006,79900
937,67,10083,1Fam,7,2003,2003,PConc,1176,GasA,Ex,Y,1200,0,1200,2,0,2,1,Gd,5,0,NA,2003,2,555,TA,NA,8,2009,184900
938,75,9675,1Fam,7,2005,2005,PConc,1113,GasA,Ex,Y,1113,858,1971,2,1,3,1,Gd,8,1,Gd,2005,2,689,TA,NA,2,2009,253000
939,73,8760,1Fam,7,2006,2006,PConc,1391,GasA,Ex,Y,1391,571,1962,2,1,3,1,Gd,7,0,NA,2006,3,868,TA,NA,8,2006,239799
940,NA,24090,1Fam,7,1940,1950,CBlock,1032,GasA,Ex,Y,1207,1196,2403,2,0,4,1,TA,10,2,TA,1940,1,349,TA,NA,6,2010,244400
941,55,12640,Duplex,6,1976,1976,CBlock,1728,GasA,TA,Y,1728,0,1728,2,0,4,2,TA,8,0,NA,1976,2,574,TA,NA,7,2006,150900
942,NA,8755,1Fam,7,1999,1999,PConc,992,GasA,Ex,Y,1022,1038,2060,2,1,3,1,Gd,8,1,TA,1999,2,390,TA,NA,6,2009,214000
943,42,7711,Duplex,4,1977,1977,PConc,1440,GasA,TA,Y,1440,0,1440,2,0,4,2,TA,8,0,NA,NA,0,0,NA,NA,8,2007,150000
944,100,25000,Duplex,5,1967,1967,CBlock,1632,GasA,TA,Y,1632,0,1632,2,0,4,2,TA,8,0,NA,1967,2,576,TA,NA,6,2007,143000
945,NA,14375,1Fam,6,1958,1958,CBlock,819,GasA,Gd,Y,1344,0,1344,1,0,3,1,Gd,7,1,Gd,1958,2,525,TA,NA,1,2009,137500
946,98,8820,1Fam,5,1890,1996,BrkTil,1088,GasA,TA,Y,1188,561,1869,1,0,2,1,TA,7,0,NA,1963,2,456,TA,NA,9,2009,124900
947,70,8163,1Fam,5,1959,1959,CBlock,1144,GasA,TA,Y,1144,0,1144,1,0,3,1,TA,6,1,TA,1959,1,796,TA,NA,3,2006,143000
948,85,14536,1Fam,8,2002,2003,PConc,1616,GasA,Ex,Y,1629,0,1629,2,0,3,1,Gd,9,1,Gd,2002,3,808,TA,NA,11,2007,270000
949,65,14006,1Fam,7,2002,2002,PConc,936,GasA,Ex,Y,936,840,1776,2,1,3,1,Gd,7,1,TA,2002,2,474,TA,NA,2,2006,192500
950,78,9360,1Fam,6,1972,2006,CBlock,1161,GasA,TA,Y,1381,0,1381,1,1,3,1,Gd,5,1,TA,1972,2,676,TA,NA,3,2010,197500
951,60,7200,1Fam,5,1950,2002,CBlock,864,GasA,Gd,Y,864,0,864,1,0,3,1,Gd,5,0,NA,1980,2,720,TA,NA,7,2007,129000
952,60,7800,1Fam,5,1965,1965,CBlock,828,GasA,Gd,Y,965,0,965,1,0,3,1,TA,6,0,NA,1979,1,300,TA,NA,7,2006,119900
953,60,7200,1Fam,5,1972,2003,CBlock,768,GasA,Gd,Y,768,0,768,1,0,2,1,TA,5,0,NA,1974,1,396,TA,NA,4,2009,133900
954,NA,11075,1Fam,5,1969,1969,CBlock,784,GasA,Ex,Y,1168,800,1968,2,1,4,1,TA,7,1,Po,1969,2,530,TA,Shed,9,2008,172000
955,35,9400,Duplex,6,1975,1975,CBlock,945,GasA,TA,Y,980,0,980,2,0,4,0,TA,4,0,NA,NA,0,0,NA,NA,10,2006,127500
956,82,7136,Duplex,6,1946,1950,CBlock,979,GasA,TA,N,979,979,1958,2,0,4,2,TA,8,0,NA,1946,2,492,TA,NA,8,2007,145000
957,24,1300,TwnhsE,6,1980,1980,CBlock,561,GasA,TA,Y,561,668,1229,1,1,2,1,TA,5,1,TA,1980,2,462,TA,NA,5,2009,124000
958,70,7420,1Fam,5,1962,1962,CBlock,1057,GasA,TA,Y,1057,0,1057,1,0,3,1,TA,6,0,NA,1977,2,576,TA,NA,4,2007,132000
959,65,8450,1Fam,7,2003,2003,PConc,1337,GasA,Ex,Y,1337,0,1337,2,0,3,1,Gd,6,0,NA,2003,2,531,TA,NA,10,2007,185000
960,24,2572,Twnhs,7,1999,1999,PConc,696,GasA,Ex,Y,696,720,1416,2,1,3,1,Gd,6,0,NA,1999,2,484,TA,NA,5,2010,155000
961,50,7207,1Fam,5,1958,2008,CBlock,858,GasA,Gd,Y,858,0,858,1,0,2,1,TA,4,0,NA,NA,0,0,NA,NA,2,2010,116500
